OBJECT ID,AtcoCode,Common Name,Latitude,Longitude,Easting,Northing
4723,700000004848,Seskin Avenue,54.75663252,-5.9232309,333750,391840
4724,700000004849,1-9 Seskin Road,54.75686487,-5.92564878,333591,391855
4725,700000004850,Legaloy Road Junction,54.7621096,-5.94213512,332450,392414
4726,700000004851,Greers Corner,54.78254824,-5.86749613,337184,394832
4727,700000004852,Ballyrickard Junction,54.82752877,-5.87244117,336714,399828
4728,700000004853,Ballyrickard Road,54.81442,-5.88126801,336191,398352
4729,700000004854,Ballyrickard Road,54.80869244,-5.88261013,336124,397712
4730,700000004855,Halls Crossroads,54.79599183,-5.87306937,336859,396311
4731,700000004856,Ralloo Church,54.8011061,-5.85869743,337718,396884
4732,700000004857,85-93 Raloo Road,54.80199853,-5.85951075,337701,397001
4733,700000004858,61-69 Raloo Road,54.80427397,-5.86166074,337554,397248
4734,700000004859,Mounthill,54.80820402,-5.86375554,337421,397696
4735,700000004860,Billy Andys,54.81073656,-5.85731957,337806,397983
4736,700000004861,Stonewall,54.81284738,-5.85429464,338050,398289
4737,700000004862,The Manse,54.81529061,-5.85141576,338180,398548
4738,700000004863,Green Shed Bungalow,54.82381957,-5.84472489,338466,399297
4739,700000004864,Browndod Road,54.82987173,-5.84150763,338768,400192
4740,700000004865,Ballysnod School,54.83626132,-5.83981679,338843,400839
4741,700000004866,1-5 Ballysnod Road,54.84749452,-5.82823902,339485,402137
4742,700000004867,Inver House,54.84933455,-5.82919523,339482,402335
4743,700000004868,Inver Bridge,54.84968745,-5.82392175,339850,402408
4744,700000004869,Larne Grammar School,54.85310787,-5.83010389,339410,402752
4745,700000004870,Ballysnod Road Junction,54.84770239,-5.82830571,339480,402160
4746,700000004871,Ballysnod,54.83641111,-5.83949832,338863,400831
4747,700000004872,Ballysnod Road,54.8299595,-5.84135582,338787,400189
4748,700000004873,The Manse,54.81559058,-5.84988173,338204,398543
4749,700000004874,Mounthill,54.80806849,-5.86215243,337441,397682
4750,700000004875,64-72 Raloo Road,54.80459887,-5.86048758,337559,397299
4751,700000004876,76-84 Raloo Road,54.80137141,-5.85759616,337756,396946
4752,700000004877,Halls Crossroads,54.79586077,-5.87140132,336887,396305
4753,700000004878,Raloo Crossroads,54.79107612,-5.85088591,338223,395813
4754,700000004879,Waterfall Road,54.79429567,-5.84022148,338898,396193
4755,700000004880,Glenoe Sch,54.79791199,-5.83338729,339325,396609
4756,700000004881,Waterfall Road,54.80288762,-5.8322344,339382,397165
4757,700000004882,Glenoe Creamery,54.8051403,-5.83107152,339449,397418
4758,700000004883,Glenford,54.81278688,-5.82853018,339586,398274
4759,700000004884,Brae Head,54.82575395,-5.82503268,339766,399724
4760,700000004885,Carnduff Quarry,54.83808495,-5.81664728,340262,401113
4761,700000004886,Shanes Hill Road,54.83467161,-5.87782869,336399,400594
4762,700000004887,Kilwaughter Crossroads,54.83314929,-5.88916015,335621,400421
4763,700000004888,Lime Kilns,54.834169,-5.89519099,335310,400509
4764,700000004889,Shanes Hill Road,54.8291988,-5.90366083,334766,399928
4765,700000004890,Andrews House,54.82091661,-5.92297056,333556,398977
4766,700000004891,Ballyboley Corner,54.81713993,-5.93225333,332968,398551
4767,700000004892,Ballyboley Inn,54.82571922,-5.97823376,329985,399421
4768,700000004893,Killylane Bridge,54.8276683,-6.01667063,327509,399566
4769,700000004894,Church Road,54.82723329,-6.02912609,326710,399495
4770,700000004895,Gardiners Corner,54.82625674,-6.04147551,325916,399364
4771,700000004896,Glenfield,54.82606314,-6.04911647,325345,399333
4772,700000004897,Church Road,54.82728858,-6.06109451,324654,399444
4773,700000004898,Church Road,54.82831265,-6.06895655,324146,399558
4774,700000004899,Glenwherry Church,54.82833421,-6.07421484,323806,399535
4775,700000004900,GlenwherryCorner,54.82848371,-6.08023472,323422,399543
4776,700000004901,Mill Road End,54.82880757,-6.09655905,322389,399534
4777,700000004902,Church Road,54.82903384,-6.10819782,321599,399543
4778,700000004903,Black Postbox Bungalow,54.82964554,-6.1240654,320616,399577
4779,700000004904,Hoeys,54.82844781,-6.14145828,319488,399416
4780,700000004905,Speerstown Road Junction,54.82779338,-6.1478636,319066,399378
4781,700000004906,Moorfields Primary School,54.82778371,-6.15388365,318693,399326
4782,700000004907,McNeill Park,54.82891634,-6.15903504,318378,399441
4783,700000004908,Beatties Crossroad,54.83208035,-6.17246007,317476,399789
4784,700000004909,Moorfields Road,54.83322117,-6.18929867,316395,399887
4785,700000004910,Alanda House,54.83431099,-6.19317425,316128,400011
4786,700000004911,Watering Trough,54.83598091,-6.19698188,315902,400176
4787,700000004912,Moorfields Road,54.83856083,-6.20171238,315575,400469
4788,700000004913,Tully Crossroads,54.84305132,-6.21421597,314786,400930
4789,700000004914,Moorfields Road,54.84480839,-6.22057263,314358,401122
4790,700000004915,Marlow Crossroads,54.84698185,-6.22934667,313848,401338
4791,700000004916,Doctors Road,54.84897294,-6.23875921,313156,401548
4792,700000004917,Larne Road Link,54.85290191,-6.25644555,312019,401950
4793,700000004918,Slemish College,54.85486627,-6.26371836,311574,402169
4794,700000004919,Wilson Crescent,54.8558219,-6.2675565,311317,402271
4795,700000004920,Larne Road,54.85689848,-6.27023682,311096,402423
4796,700000004921,Wakehurst Court,54.85858072,-6.27310596,310920,402582
4797,700000004922,Fire Station,54.86240883,-6.27966167,310508,402983
4798,700000004923,Ballymena Buscentre,54.86373317,-6.2841482,310163,403132
4799,700000004924,Ballymena Buscentre,54.86390144,-6.28524706,310092,403149
4800,700000004925,St Louis Grammar School,54.86767416,-6.28215123,310335,403548
4801,700000004926,98-106 Lower Mill Street,54.865521,-6.27890784,310571,403337
4802,700000004927,Henry Street,54.86076272,-6.27676307,310702,402818
4803,700000004928,Wakehurst Court,54.85846203,-6.27312934,310951,402580
4804,700000004929,Larne Road,54.85727674,-6.27063558,311113,402435
4805,700000004930,Wilson Crescent,54.85578816,-6.26689093,311361,402274
4806,700000004931,Slemish College,54.85439199,-6.26525642,311451,402148
4807,700000004932,Pennybridge Industrial Estate,54.85462332,-6.26220173,311654,402161
4808,700000004933,Larne Road Link,54.85384475,-6.25813635,311912,402084
4809,700000004934,Doctors Road,54.8491163,-6.2386109,313078,401613
4810,700000004935,Marlow Crossroads,54.84759114,-6.23139269,313780,401371
4811,700000004936,Moorfields Road,54.84504291,-6.22083475,314345,401142
4812,700000004937,Tully Crossroads,54.84240987,-6.21131028,314959,400870
4813,700000004938,Moorfields Road,54.83873177,-6.20171711,315582,400496
4814,700000004939,Watering Trough,54.83544799,-6.19561411,315975,400130
4815,700000004940,Alanda Rose,54.83436898,-6.19294691,316181,399993
4816,700000004941,Beatties Crossroad,54.8322894,-6.17348525,317419,399821
4817,700000004942,Mcneill Park,54.82888533,-6.15907636,318379,399460
4818,700000004943,Flecks Shop,54.82792008,-6.15319212,318734,399352
4819,700000004944,Speerstown Road Junction,54.82826417,-6.14749467,319098,399399
4820,700000004945,Hoeys,54.82854982,-6.14170758,319475,399440
4821,700000004946,Black Postbox Bungalow,54.82968367,-6.12432875,320589,399598
4822,700000004947,Battery Inn,54.82912395,-6.1095213,321551,399562
4823,700000004948,Millroad End,54.82886923,-6.09647947,322376,399556
4824,700000004949,GlenwherryCorner,54.82854452,-6.08009031,323436,399564
4825,700000004950,Glenwherry Church,54.82854025,-6.07416268,323812,399560
4826,700000004951,Douglas Road,54.82828424,-6.07044885,324051,399532
4827,700000004952,The Manse,54.82730448,-6.05980421,324696,399462
4828,700000004953,Glenfield,54.82615512,-6.04914424,325427,399339
4829,700000004954,Gardiners Corner,54.82646139,-6.04039195,325975,399400
4830,700000004955,Church Road,54.82739881,-6.02880679,326730,399514
4831,700000004956,Killylane Bridge,54.82827575,-6.01962112,327323,399630
4832,700000004957,Ballyboley Inn,54.82576236,-5.97853034,329974,399449
4833,700000004958,Ballyboley Corner,54.81757562,-5.93304012,332916,398598
4834,700000004959,Andrews House,54.8205834,-5.92409101,333482,398949
4835,700000004960,Quarry,54.82670502,-5.90898991,334429,399662
4836,700000004961,Shanes Hill ,54.82932216,-5.90351449,334778,399964
4837,700000004962,Lime Kilns,54.83416915,-5.89531837,335285,400517
4838,700000004963,Kilwaughter Crossroads,54.83326018,-5.88996717,335634,400438
4839,700000004964,Shanes Hill Road,54.83474177,-5.87781059,336415,400622
4840,700000004965,Main Street Dunnes Stores,54.85148404,-5.81837515,340168,402596
4841,700000004966,7-15 Curran Street,54.85133753,-5.8218749,339944,402572
4842,700000004967,Linn Glen,54.85124424,-5.84058519,338746,402522
4843,700000004968,Cedric Street,54.85278031,-5.84151825,338679,402694
4844,700000004969,Fairway,54.85459154,-5.84186692,338651,402894
4845,700000004970,Linn Road,54.85843856,-5.84041091,338731,403325
4846,700000004971,Garron Crescent,54.85979143,-5.83994361,338756,403474
4847,700000004972,Linn Road Community Centre,54.86135822,-5.84073264,338700,403653
4848,700000004973,Killyglen Road,54.86328578,-5.83989655,338741,403862
4849,700000004974,Craigyhill Methodist Church,54.86340036,-5.83723744,338916,403884
4850,700000004975,Greenland Cemetery,54.86132613,-5.83476783,339092,403660
4851,700000004976,Craigyhill Bungalows,54.85937647,-5.83360881,339174,403445
4852,700000004977,Larne Baptist Church,54.8578661,-5.83292103,339225,403278
4853,700000004978,Health Centre,54.85423256,-5.814638,340335,402914
4854,700000004979,Kent Avenue Junction,54.85515181,-5.81581119,340320,403010
4855,700000004980,Service Station,54.85667441,-5.81558029,340331,403172
4856,700000004981,McGarel Cemetery,54.85855438,-5.81615548,340289,403386
4857,700000004982,The Kiln,54.86139544,-5.81719482,340146,403706
4858,700000004983,Parklands,54.86439035,-5.81933872,339998,404035
4859,700000004984,Magee Park,54.86604633,-5.82188695,339892,404210
4860,700000004985,Seacourt Road ,54.86715977,-5.8203808,339985,404332
4861,700000004986,Seacourt Road ,54.86759005,-5.81830362,340117,404388
4862,700000004987,Britannia Crescent,54.86792361,-5.81575955,340277,404429
4863,700000004988,Seahill Road,54.86667562,-5.81536996,340309,404294
4864,700000004989,Seacliff Bungalows,54.8661211,-5.81900255,340077,404223
4865,700000004990,Greenland Crescent,54.86113965,-5.81783765,340173,403677
4866,700000004991,McGarel Cemetery,54.85860867,-5.81598698,340289,403409
4867,700000004992,Old Glenarm Road,54.85440779,-5.81552968,340349,402928
4868,700000004993,St Comgalls School,54.85602235,-5.8062548,340867,403130
4869,700000004994,Larne Baptist Church,54.85749146,-5.83297548,339212,403230
4870,700000004995,Craigyhill Bungalows,54.85950121,-5.83384015,339149,403457
4871,700000004996,Greenland Cemetery,54.86123813,-5.8348922,339074,403648
4872,700000004997,Craigyhill Methodist Church,54.86334186,-5.83723901,338916,403865
4873,700000004998,Killyglen Road,54.8632188,-5.83980349,338759,403850
4874,700000004999,Linn Road Community Centre,54.86151846,-5.84065646,338716,403671
4875,700000005000,Garron Crescent,54.85979581,-5.83982754,338775,403483
4876,700000005001,Linn Road,54.85836116,-5.840279,338750,403311
4877,700000005002,Fairway,54.85455447,-5.84174901,338671,402890
4878,700000005003,Cedric Street,54.85233091,-5.84125057,338698,402696
4879,700000005004,Linn Glen,54.85113851,-5.83926382,338764,402520
4880,700000005005,Grammer Sch Millbrae,54.85180696,-5.83020327,339344,402613
4881,700000005006,Mill Brae,54.85180314,-5.82948706,339390,402614
4882,700000005007,Larne Grammar School,54.85275164,-5.82967283,339438,402717
4883,700000005008,Recreation Road Junction,54.85964615,-5.80891339,340683,403527
4884,700000005009,Upper Waterloo Road,54.8585382,-5.81180315,340572,403385
4885,700000005010,Lower Waterloo Road,54.85720823,-5.81423886,340417,403235
4886,700000005011,Larne Leisure Centre,54.85421704,-5.80083915,341221,402940
4887,700000005012,Chaines Memorial Road,54.85218979,-5.7970714,341470,402722
4888,700000005013,Larne Port,54.84555976,-5.80091777,341310,401971
4889,700000005014,Irish Hill Road,54.71729937,-5.95395193,331835,387405
4890,700000005015,Irish Hill Road,54.72455716,-5.94740735,332233,388225
4891,700000005016,Irish Hill Road,54.72860611,-5.94472422,332444,388665
4892,700000005017,Irish Hill Road,54.73159484,-5.9422125,332608,389005
4893,700000005018,Lisglass Road Jct,54.73890481,-5.9356695,333016,389858
4894,700000005019,Irish Hill Road,54.74499834,-5.92924327,333399,390523
4895,700000005020,Irish Hill Road,54.74756176,-5.92861216,333443,390792
4896,700000005021,Ballylagan Road,54.76863494,-5.90785937,334697,393199
4897,700000005022,Carrickfergus Road,54.76812926,-5.89835955,335310,393161
4898,700000005023,Woodbine Farm,54.76687037,-5.89157194,335751,393034
4899,700000005024,Carrickfergus Road,54.77380409,-5.87343628,336914,393863
4900,700000005025,New Line,54.7632219,-5.88099573,336461,392668
4901,700000005026,Cairn Road,54.75930299,-5.87628581,336697,392228
4902,700000005027,Paisley Road,54.74666497,-5.86965539,337233,390855
4903,700000005028,Dairylands Road,54.76323656,-5.88155242,336408,392649
4904,700000005029,Dairylands Road,54.76272457,-5.89453436,335573,392569
4905,700000005030,Dairylands Road,54.76146981,-5.90216963,335024,392419
4906,700000005031,Dairylands Road,54.75981915,-5.91402386,334320,392206
4907,700000005032,Ballylagan Road,54.75809801,-5.92035786,333936,392001
4908,700000005033,Straid Road,54.76417098,-5.94499868,332259,392638
4909,700000005034,Straid Road,54.76506267,-5.94565282,332214,392736
4910,700000005035,Ballyclare Secondary School,54.75082827,-6.00332738,328610,391038
4911,700000005036,Ballyclare High School,54.75368372,-6.00540819,328467,391352
4912,700000005037,Templepatrick Road,54.75841659,-5.97604299,330338,391922
4913,700000005038,Straid Road,54.76502518,-5.94556147,332220,392732
4914,700000005039,Castletown Road Junction,54.76211752,-5.94207256,332454,392415
4915,700000005040,8-16 Seskin Road,54.75675051,-5.92526624,333616,391843
4916,700000005041,Castletown Road,54.77055329,-5.92608183,333519,393377
4917,700000005042,Ballylagan,54.76905325,-5.90761612,334816,393238
4918,700000005043,Carrickfergus Road,54.76803726,-5.89831123,335300,393161
4919,700000005044,Woodbine Farm,54.76668863,-5.89125008,335750,393034
4920,700000005045,Carrickfergus Road,54.76390294,-5.87936723,336566,392733
4921,700000005046,Carrickfergus,54.77381614,-5.87223016,336909,393851
4922,700000005047,New Line,54.76334341,-5.88072173,336461,392668
4923,700000005048,Cairn Road,54.7593358,-5.87720222,336697,392227
4924,700000005049,Paisley Road,54.74667027,-5.86952407,337247,390837
4925,700000005050,Dairylands Road,54.76266193,-5.89370096,335565,392568
4926,700000005051,Dairylands Road,54.76145266,-5.90221714,335021,392417
4927,700000005052,Dairylands Road,54.75975265,-5.91305779,334329,392207
4928,700000005053,Ballylagan Road,54.75803415,-5.919206,333939,392004
4929,700000005054,Legaloy Road Junction,54.76200899,-5.94203145,332457,392403
4930,700000005055,Straid Road,54.76414378,-5.94498452,332260,392635
4931,700000005056,Irish Hill Road,54.74736879,-5.92827634,333443,390807
4932,700000005057,Irish Hill Road,54.7458717,-5.92750715,333406,390526
4933,700000005058,Irish Hill Road,54.74098409,-5.93378899,333118,390053
4934,700000005059,Lisglass Road Jct,54.73912375,-5.93528576,333029,389845
4935,700000005060,Irish Hill Road,54.72780397,-5.94557283,332410,388587
4936,700000005061,Irish Hill Road,54.72451174,-5.94737859,332235,388220
4937,700000005062,White Wall,54.73320534,-5.9417992,332566,389198
4938,700000005063,Rushvale Road,54.73846589,-5.95011149,332080,389765
4939,700000005064,Rushvale Road,54.73837676,-5.94896047,332088,389760
4940,700000005065,Rushvale Road Jct,54.73253796,-5.94170395,332637,389117
4941,700000005066,Larne Methodist Church,54.85283631,-5.81260655,340533,402749
4942,700000005067,Bowling Club,54.85820935,-5.80951885,340713,403361
4943,700000005068,Chaine Park,54.86065928,-5.80868635,340757,403635
4944,700000005069,Blackcave Bungalows,54.8669897,-5.81121343,340575,404335
4945,700000005070,Coast Road,54.87650347,-5.82708448,339519,405354
4946,700000005071,Drains Bay Kellys Corner,54.87718347,-5.8304297,339306,405418
4947,700000005072,Old Glenarm Road,54.87544943,-5.8332497,339067,405238
4948,700000005073,Roywood,54.87659564,-5.8365543,338851,405359
4949,700000005074,Tobergel Lane,54.88104748,-5.84688273,338173,405834
4950,700000005075,Broadford Primary School,54.88499194,-5.85553086,337668,406251
4951,700000005076,School Hill,54.89049331,-5.862609,337196,406848
4952,700000005077,Weyburn Road,54.89328823,-5.87147019,336554,407148
4953,700000005078,Cairncastle Meeting House,54.89652521,-5.88135588,335909,407489
4954,700000005079,Drumnagregh Road,54.89768518,-5.88243317,335836,407616
4955,700000005080,Drumnagreagh Road,54.90016834,-5.88467294,335684,407888
4956,700000005081,Hunters Gate,54.91324403,-5.89147405,335204,409330
4957,700000005082,Mcgarels Farm,54.9232315,-5.89068646,335221,410443
4958,700000005083,Ballygilbert Sch,54.92759113,-5.89381869,335070,410917
4959,700000005084,Drumnagreagh Road,54.92897272,-5.89375643,335005,411076
4960,700000005085,Drumnagreagh R,54.93113484,-5.89459532,334944,411315
4961,700000005086,Dickeystown Road Jct,54.936318,-5.8976175,334733,411886
4962,700000005087,Drumnagreagh Road,54.94044843,-5.89796385,334697,412345
4963,700000005088,Drumnagreagh,54.94038141,-5.89772043,334712,412338
4964,700000005089,Dickeystown Road Jct,54.93650376,-5.89723465,334756,411907
4965,700000005090,Drumnagreagh Road,54.93119382,-5.89428591,334963,411322
4966,700000005091,Drumnagreagh Road,54.92918604,-5.89366835,335009,411099
4967,700000005092,Ballygilbert Sch,54.92757273,-5.89370098,335091,410916
4968,700000005093,Mcgarels Farm,54.92336503,-5.89046385,335234,410458
4969,700000005094,Hunters Gate,54.91363607,-5.89128198,335215,409374
4970,700000005095,Playhill Hse,54.90378286,-5.88738392,335498,408285
4971,700000005096,Drumnagreagh Road,54.90023064,-5.88463849,335686,407895
4972,700000005097,Cairncastle Meeting House,54.89661471,-5.88133559,335910,407499
4973,700000005098,Weyburn Road,54.89329503,-5.87134511,336562,407149
4974,700000005099,Old Glenarm Road,54.89009768,-5.86069503,337256,406814
4975,700000005100,Broadford School,54.88571073,-5.85622218,337620,406327
4976,700000005101,Old Glenarm Road,54.88123034,-5.84706001,338161,405854
4977,700000005102,Roywood,54.87691983,-5.83709796,338815,405394
4978,700000005103,Old Glenarm Road,54.87560732,-5.83353732,339048,405255
4979,700000005104,The Woods,54.87162804,-5.82708172,339476,404825
4980,700000005105,Magee Park,54.86596358,-5.82046325,339920,404207
4981,700000005106,The Woods,54.87104771,-5.82628711,339529,404762
4982,700000005107,Drains Bay Kellys Corner,54.8772763,-5.830419,339283,405448
4983,700000005108,Coast Road,54.87661204,-5.82713437,339519,405379
4984,700000005109,Coast Road,54.86922893,-5.81450732,340355,404578
4985,700000005110,Blackcave Bungalows,54.86699611,-5.81103941,340597,404343
4986,700000005111,Noble Look,54.86354262,-5.80892232,340750,403960
4987,700000005112,Chaine Park,54.86079189,-5.80861302,340782,403653
4988,700000005113,Bowling Club,54.85733873,-5.80984157,340703,403258
4989,700000005114,Post Office,54.82772502,-5.8129698,340577,399963
4990,700000005115,High Street,54.8508808,-5.82296421,339871,402513
4991,700000005116,Agnew Street,54.85228211,-5.81546406,340363,402721
4992,700000005117,Newington Avenue,54.85706128,-5.81154109,340524,403235
4993,700000005118,Brooke Meadow,54.73824198,-6.04599571,325882,389560
4994,700000005119,Grange Road,54.73624091,-6.07122614,324231,389283
4995,700000005120,Newmills Road,54.7441555,-6.07960562,323658,390165
4996,700000005121,Holestone,54.74555792,-6.0811458,323621,390310
4997,700000005122,Ballymena Road,54.751002,-6.08297885,323420,390921
4998,700000005123,Ballymena Road,54.75459547,-6.08406747,323339,391319
4999,700000005124,Beechwood Ross House,54.76174588,-6.09716544,322569,392067
5000,700000005125,Ballymena Road,54.76926755,-6.10859836,321716,392909
5001,700000005126,Scott Taggarts House,54.76551509,-6.10418721,322066,392498
5002,700000005127,Browndod Road,54.776328,-6.1217451,321052,393544
5003,700000005128,Tardee School,54.7822523,-6.1332742,320162,394284
5004,700000005129,Simms Corner,54.78721749,-6.14215911,319587,394819
5005,700000005130,Steens Corner,54.79677625,-6.15437478,318690,395892
5006,700000005131,Steens Corner,54.79742251,-6.15551176,318615,395962
5007,700000005132,Simms Corner,54.78732709,-6.14220949,319553,394874
5008,700000005133,Tardee School,54.78237909,-6.13323991,320183,394305
5009,700000005134,Browndod Road,54.77506912,-6.11886148,321076,393560
5010,700000005135,Scott Taggarts House,54.76646507,-6.10539599,322088,392514
5011,700000005136,Beechwood Ross House,54.76190846,-6.0971916,322574,392090
5012,700000005137,Ballymena Road,54.75886794,-6.09024298,322990,391777
5013,700000005138,Ballymena Road,54.75578233,-6.08537847,323358,391347
5014,700000005139,Holestone|StirlinrCorner,54.74567175,-6.08097303,323639,390331
5015,700000005140,Newmill Road,54.74407011,-6.08057352,323682,390169
5016,700000005141,Deerpark,54.73638618,-6.07120404,324281,389307
5017,700000005142,Brook Meadow,54.73834677,-6.04545253,325850,389565
5018,700000005143,War Memorial,54.82836953,-5.81285928,340625,400009
5019,700000005144,Larne Harbour [bus stop],54.84794975,-5.79714675,341480,402250
5020,700000005145,Drains Bay Apts,54.87910126,-5.8354616,338976,405635
5021,700000005146,Drains Bay Car Park,54.88216785,-5.8386916,338761,405973
5022,700000005147,171 Coast Road,54.88529722,-5.84003005,338667,406315
5023,700000005148,Carnfunnock Country Park,54.88984756,-5.8426649,338474,406793
5024,700000005149,Ballygally Coast Rd Car Park,54.89973477,-5.85214556,337838,407898
5025,700000005150,Whin Road,54.89880985,-5.85478124,337670,407784
5026,700000005151,Ballygally Castle,54.89889522,-5.85988049,337345,407781
5027,700000005152,288 Coast Road,54.90075106,-5.86392336,337080,407983
5028,700000005153,316 Coast Road,54.90276742,-5.86731337,336848,408198
5029,700000005154,332 Coast Road,54.90392873,-5.87019714,336660,408319
5030,700000005155,Halfway House,54.90583625,-5.87595651,336281,408525
5031,700000005156,Coast Road,54.91811171,-5.88594167,335584,409900
5032,700000005157,Drumnagreagh House,54.94103576,-5.89907165,334687,412404
5033,700000005158,Seaview Primary School,54.96789442,-5.9527355,331176,415286
5034,700000005159,Glenarm Car Park,54.96947239,-5.95680465,330890,415456
5035,700000005160,Coastguard Cottages,54.97125245,-5.95924951,330735,415653
5036,700000005161,Ballyvaddy Road,54.97870157,-5.98160554,329355,416432
5037,700000005162,Bay Road,54.9810011,-5.98681008,328937,416687
5038,700000005163,Ballymena Road End,54.98449615,-5.99068198,328686,417055
5039,700000005164,Beachlands,54.98714811,-5.9923478,328567,417355
5040,700000005165,St Johns Primary School,54.98973015,-5.99294242,328517,417636
5041,700000005166,Carnlough Presbyterian Church,54.99129705,-5.99105226,328639,417838
5042,700000005167,Carnlough Harbour,54.99318035,-5.98959819,328723,418039
5043,700000005168,Drumasole,55.02123844,-5.97360983,329639,421193
5044,700000005169,Garron Tower College,55.0419141,-5.96781346,329956,423502
5045,700000005170,Garron Point,55.04499735,-5.96450732,330133,423776
5046,700000005171,White Lady,55.05500431,-5.97362564,329480,424951
5047,700000005172,McAuleys House,55.05865506,-5.99107464,328280,425328
5048,700000005173,Ardglinnis Bridge,55.0561743,-6.01366575,326979,424999
5049,700000005174,Labourers Cottages,55.05393664,-6.03803624,325432,424709
5050,700000005175,Glen Road,55.05383949,-6.04639671,324897,424686
5051,700000005176,"Waterfoot, Ossians Avenue",55.06040872,-6.0585874,324095,425394
5052,700000005177,Red Bay,55.07634793,-6.05578805,324232,427164
5053,700000005178,Dalriada Avenue,55.07944083,-6.05771123,324084,427517
5054,700000005179,Mill Street,55.08015744,-6.06185582,323827,427588
5055,700000005180,Mill Street,55.07987791,-6.0653853,323608,427540
5056,700000005181,Mooneys Crossroads,55.08376689,-6.07592404,322919,427967
5057,700000005182,Tavnahan Terrace,55.08905461,-6.08494154,322328,428539
5058,700000005183,Glenaan Junction Road,55.09199326,-6.0865189,322216,428862
5059,700000005184,Mc Fetridges Garage,55.1108998,-6.07550839,322862,430988
5060,700000005185,Knocknacarry,55.12247985,-6.05389595,324141,432286
5061,700000005186,Cushendun Car Park,55.12805017,-6.04319935,324869,432952
5062,700000005187,Cushendun Caravan Park,55.13036532,-6.04750778,324587,433202
5063,700000005188,Ballypatrick Forest Park,55.16654368,-6.1279469,319414,436981
5064,700000005189,Watertop Farm,55.17269548,-6.1351752,318875,437759
5065,700000005190,Ballyvoy Corner,55.19959702,-6.18878334,315450,440666
5066,700000005191,Marine Corner,55.20488917,-6.23950841,312129,441175
5067,700000005192,Ballyvoy Corner,55.1996397,-6.18747996,315452,440689
5068,700000005193,Watertop Farm,55.17285466,-6.13517981,318860,437805
5069,700000005194,Ballypatrick Forest Park,55.16609959,-6.12726492,319415,437024
5070,700000005195,Cushendun Caravan Park,55.13069725,-6.0468976,324607,433243
5071,700000005196,Cushendun Car Park,55.12814401,-6.04312202,324881,432963
5072,700000005197,Knocknacarry,55.12234369,-6.05408318,324189,432293
5073,700000005198,Mc Fetridges Garage,55.11079117,-6.07551816,322855,430945
5074,700000005199,Glenaan Junction Road,55.09209661,-6.08650654,322222,428892
5075,700000005200,Tavnahan Terrace,55.08918167,-6.0847722,322346,428551
5076,700000005201,Mooneys Crossroads,55.08381623,-6.0757685,322947,427970
5077,700000005202,Mill Street,55.08031783,-6.06467905,323648,427599
5078,700000005203,Mill Street,55.08030701,-6.06249877,323780,427620
5079,700000005204,Dalriada Avenue,55.07951069,-6.05789417,324107,427523
5080,700000005205,Red Bay,55.07718888,-6.0560591,324212,427273
5081,700000005206,Red Bay,55.07620458,-6.05553954,324259,427149
5082,700000005207,6-14 Main Street,55.06122653,-6.06025731,323994,425492
5083,700000005208,"Waterfoot, Ossians Avenue",55.06044227,-6.05848241,324107,425411
5084,700000005209,Glen Road Junction,55.05425506,-6.04721877,324862,424734
5085,700000005210,Labourers Cottages,55.05383786,-6.03873147,325385,424706
5086,700000005211,Ardlinas Bridge,55.05623408,-6.01378468,326948,425023
5087,700000005212,McAuleys House,55.05876976,-5.99151063,328214,425352
5088,700000005213,White Lady,55.0546751,-5.97350772,329468,424985
5089,700000005214,Garron Point,55.0449308,-5.96441957,330161,423786
5090,700000005215,Drumnasole Turnleys Gate,55.02116,-5.97353744,329664,421175
5091,700000005216,Rose Cottage,55.01752184,-5.9795101,329224,420768
5092,700000005217,Largy Church,55.00631874,-5.98380447,329057,419496
5093,700000005218,Largy Coastal Apts,55.00148623,-5.98586205,328869,418972
5094,700000005219,Gortnagory Road Jct,54.99883646,-5.98715648,328795,418675
5095,700000005220,Largy Road,54.99542429,-5.98807252,328747,418293
5096,700000005221,Havelock Place,54.99373832,-5.9885923,328720,418105
5097,700000005222,55-63 High Street,54.99372398,-5.98881182,328706,418103
5098,700000005223,Moyle Gds,54.99579222,-5.98836451,328728,418334
5099,700000005224,1-5 Gortnagory Road,54.99898601,-5.98751694,328772,418691
5100,700000005225,Largy Coastal Apts,55.00173005,-5.98609775,328854,418999
5101,700000005226,Largy Church,55.0060154,-5.98419738,329024,419476
5102,700000005227,Rose Cottage,55.01728112,-5.97997008,329196,420741
5103,700000005228,McKiernans Point,55.01482101,-5.97680792,329502,420506
5104,700000005229,Carnlough Harbour,54.99316026,-5.98943003,328738,418044
5105,700000005230,Carnlough Presbyterian Church,54.99101816,-5.99124761,328658,417819
5106,700000005231,Beachlands,54.98726829,-5.99219586,328569,417413
5107,700000005232,Ballymena Road End,54.98456541,-5.99061587,328696,417090
5108,700000005233,Bay Road,54.98094113,-5.98651172,328945,416708
5109,700000005234,Ballyvaddy Road,54.97881228,-5.98187607,329265,416462
5110,700000005235,Coastguard Cottages,54.97160154,-5.95930102,330735,415701
5111,700000005236,Glenarm Car Park,54.9696795,-5.95694547,330895,415488
5112,700000005237,Seaview Primary School,54.96823626,-5.95249843,331175,415330
5113,700000005238,Drumnagreagh House,54.94105353,-5.89895255,334706,412408
